class,text
0,"Mantaps!! Letjen @RahmayadiEdy sudah sah menjadi kader @PKSejahtera !

Mohon doa restu kepada jajaran @Puspen_TNI @tni_ad @_TNIAL_ @_TNIAU @Cakra_Kostrad @penkopassus @kodam3siliwangi @pendam2 @kodamjaya03 @kodamhasanuddin @kodam7wrb @Pendam5 Semoga Presiden 2019 nanti dari TNI. pic.twitter.com/78b82njNHU"
1,"Kepada Yth ibu menteri @SitiNurbayaLHK tolong segera ambil tindakan, polusi udara PT. RUM semakin meluas, radius 7 km pun terasa baunya. pic.twitter.com/0aol1KcAEr"
1,Pak @jokowi tolong dibantu  https://twitter.com/tirtoid/status/943443362467667968 …
0,Mohon pencerahan pak @jokowi  ??
0,@jokowi @Kemdikbud_RI @MusthofaWardoyo mohon dibantu izinnya pic.twitter.com/DYprUCqdTD
1,@MusthofaWardoyo @jokowi @mediaindonesia @Kemdikbud_RI mohon dibantu
1,"Mohon Dipersiapkan Mobnas Mobil Elektrik, Jangan Hanya Pencitraan saja. Heboh didepan tapi sepi dan gagal selanjutnya. Kerja kerja tapi ga tau persis kerjanya endingnya seperti apa. Ingat mobil SMK ga ada gaungnya..."
0,"Mohon doa smg sukses penyelenggaraanya hr ini
#BursaInovasiDesa #manfaatdanadesa #ntt #ende @jokowi @EkoSandjojo @anwsanusi @taufikmadjid71pic.twitter.com/hNwiyPM9MB"
0,Semoga YB Dato' Sri berdua terus memimpin Malaysia. YAB Dato' Sri @NajibRazak Mohon jadikan YB DS Dr Hj @irmohizam Menteri Persekutuan.
1,"@jokowi Pak, mohon dilarang organisasi LGBT. Itu akan jadi modus. Mrk brsaha memperbesar anggota, kmdn akan memaksa pemerintah utk melegalkan. Mohon orang2 LGBT dibuatkan tempat rehabilitasi, spt halnya narkona. mohon ingat kisah kaum sodom. maaf"
1,Pak @jokowi @LaolyYasonna @Kemenkumham_RI @KPK_RI @KomisiYudisial @GakkumKLHK Kenapa JPU @KejariDenpasar Menuntut #TerdakwaPembabatanPohonMangrove #TahuraNgurahRai sangat Ringan ? Mohon diawasi ! @detikcom @kompascom @KompasTV @wartabhineka @tvOneNewspic.twitter.com/F61b2zsvh8
0,"Goblok.. ko kalo dengar berita tolong disimak dgn benar, janji jokowi bikin tol dan rel kereta api di papua, sdh berkali2 dia katakan.. dasar otak suanggi"
0,Selamat pagi. Mohon maaf atas keterlambatan respon kami. Pinjaman KUR merupakan program pemerintah dan saat ini kuota KUR (1)
0,"Dengan hormat Pak @jokowi , Saya Miftah Farid, Sarjana S1 PAI 2017 , mohon bantuan pencarian kerja bagi saya, Terimakasih. Soalnya susah cari kerja pak, mohon beri saya pekerjaan."
1,"Mohon bantuanny ada tmn sehari"" bekerja sbg gojek dan harus membiayai pengobatan istrinya yg menderita talasemia...
Tlg dibantu setidaknya ia dpt akses program pemerintah , krna pengajuan nya sulit pak @eae18 @JackVardan @mohmahfudmd @rockygerung @rajasundawiwaha @Yusrilihza_Mhd"
1,"Pesawat Tunda waktu Keberangkatan, akibatnya Ujian tertunda. Menteri perhubungan tolong seriusi kelakuan yg dianggap biasa tapi cukup mengganggu."
1,"Listrik Papua, Jokowi: Hotel Presiden Saja Byar-Pet 3 Kali. = Pak @jokowi tolong ke Fakfak, Papua Barat, byar-pet-nya bisa 5-6 kali sehari! Tolong tegaskan segera perbaiki kwalitas listri di Papua! Sy kan pernah mohon Bapak ke Fakfak.."
1,"Semoga pesan inih sampai kepda bpk jokowi, tolong bantu shere temn""...... pic.twitter.com/9yjOerc9QG"
0,Ayo Indonesia kembangkan Riset dan teknologi dan tunjukan pada dunia bahwa kita mampu dan bisa pa@jokowi tolong buat pusat Ristek tercanggih kumpulkan putra bangsa terbaik dan berpotensi tuk Indonesia maju...
0,Tolong doakn moga pintu hati @drfathulbari terbuka utk sudi menjawab persoalan yg sy kemukakan sejak 2 hari lepas. Amin
0,cc bang @NetizenTofa @CondetWarrior @dulatips @Ndoro__Putrie @Ndon08 mohon bantu RT 
1,"Pak @jokowi kasus pembunuhan anak saya #akseyna di Danau Kenanga Universitas Indonesia, 2015 lalu, mohon dukungan bpk selaku Presiden RI, agar segera dituntaskan dan dicari pelakunya. Matur nuwun."
1,"@jokowi @imam_nahrawi @pssi__fai tolong ditindak tegas, GBK kebanggaan seluruh rakyat Indonesia. #janganrusakGBKkami"
1,"Katanya piala presiden harus transparan, coba tolong di jelaskan penilaian suporter terbaik dinilai dari segi apanya? Biar jelas semua"
0,"Yang Mention ke Prof sy Yakin  Banyak sy sj yg beberapa hari lalu sdh mention Krn Pemikiran, pandangan nya Sangat Fair Realistis TDK memihak Religius jg Nasionalis,
Jadi Mohon Pak Presiden @jokowi  
Pak Prof ( bisa masuk ) tks "
1,Pak presiden @jokowi mohon ini isu orang PKI yang cari ustad sudah meresahkan warga Bogor dan sukabumi dan kliatan secara sistematis ada orang bawa celurit dll.mhn tindakan cepat. Cc @gm_gm @budimandjatmiko @PartaiSocmed @digembok @AT_AbdillahToha @sahaL_AS @GunRomli@chicohakim
0,"PKS: 2019 Kami akan mengganti pemerintah yang sekarang.
Mohon UMAT tenang, tingkatkan ketaqwaan dan mendengarkan ulama menghadapi Pemilu 2019 yg semakin dekat. https://twitter.com/djokoism/status/964993108176904193 …"
1,"YTH bpk @jokowi mohon bantuannya utk mbah jufri,penderita kusta ,hdp sendiri,tdk bs bekerja,di bojonegoro. Trimakasih pic.twitter.com/rQwqsHFEIh"
1,"YTH bpk @jokowi mohon bantuannya utk mbah jufri,penderita kusta ,hdp sendiri,tdk bs bekerja,di bojonegoro. Trimakasih pic.twitter.com/lk8NTfiQ02"
1,"Untung aja persija menang, kalo kalah habis dibakar itu GBK

Pak @jokowi pak @imam_nahrawi @KemensetnegRI @KEMENPORA_RI @gsdewabroto tolong jangan izinkan Persija main lagi di GBK, apalagi sampe jadi home base, pliss jangan sampe aset bangsa hancur karena ulah suporter bego"
1,"Dear,

Pak Presiden, pamenteri, menpora, pssi, papolisi, pak guru, guru bp maupun yang maha esa. Mohon, kiranya ditiadakan saja mahkluk-mahkluk macam suporter Persija - The Jakmania. (Dimusnahkan lebih bagus.)"
1,Tolong dibuatkan stadion tersendiri saja untuk kandang prsija pak.. sangat disayangkan sugbk sudah bagus dan keren rusak kurang dri semalam 
1,Mohon @DivHumasPolri  untuk menindak lanjut org tsbt yg telah menghina dan melecehkan cara sholat... Cc:@jokowi pic.twitter.com/nSzDBUiIXK
1,Pak presiden tolong di perhatikan ada 4 orang di Koopsau2 belum terangkat PNS sudah hampir 18 th mengabdi kepada negara..hanya sebagai honor
0,"Pak Jokowi,tolong bilangin Prabowo rohingya sudah dibantu apa sama dia"
0,Pak @jokowi pak @ridwankamil @imam_nahrawi tolong di usit tuntas
0,"https://m.detik.com/news/berita/d-3868389/ditjen-pas-fuad-amin-izin-berobat-dikawal-polisi-perawat …
Kok mampir kemana mana? @Kemenkumham_RI @KEMENKUMHAM @antikorupsi @sahabatICW @seknasfitra tolong dievaluasi dong pak @jokowi @Pak_JK"
1,"Please, setelah Final Piala Presiden ini, @Persija_Jkt jangan kandang di GBK. Please, aku mohon dengan sangat @pssi__fai ... Pekerja proyek habiskan 1 tahun lebih untuk mempercantik GBK tapi dengan 1 hari saja semua rusak sama Jakmania.. pic.twitter.com/lzxDU7tr6Q"
0,Saya mulai setuju Pasal penghinaan presiden diberlakukan.. tapi mohon dibuat juga pasal untuk mempidanakan... https://fb.me/VtPh1XXd 
0,Aku mohon bpk @mohmahfudmd  jadi cawapres @jokowi  .pasti indonesia tmbah okee . Mohon di rekomodasikan pak mahfud mD
0,"Mas Nusron,mohon mereka2 di jaga :P.Jokowi, bu Susi, P.Ahok, buya Syafii, bupati Bojonegoro, gus Ipul, walikota Kupang(?),etc"
1,presiden mohon menjamin hak konsitusi dari warga Negara  @KomisiYudisial #savemoyeba
1,presiden mohon mengembalikan hak konsitusi  masyarakat Moyeba @BurhanMuhtadi #savemoyeba
1,"Demi persatuan bangsa, mohon agar Presiden Jokowi turun tangan @jokowi #savemoyeba"
1,@jokowi @Pak_JK Bunga Pinjaman utk Pensiunan PNS pd Bank Syariah Mandiri lebih besar dibanding Bank Umum. Mohon ditegor
0,"#Macet #Jokowi gan mohon info dr gandaria arah kota via jln panjang,ujan n macet gak? Thx gan sblmnya.. #JakartaMacet"
1,presiden mohon menjamin hak konsitusi dari warga Negara  @pramonoanung #savemoyeba
1,presiden mohon mengembalikan hak konsitusi  masyarakat Moyeba @jokowi #savemoyeba
1,"Demi persatuan bangsa, mohon agar Presiden Jokowi turun tangan @JimlyAs #savemoyeba"
1,presiden mohon menjamin hak konsitusi dari warga Negara  @KPK_RI #savemoyeba
1,"Demi persatuan bangsa, mohon agar Presiden Jokowi turun tangan @pramonoanung #savemoyeba"
1,Yg terhormat bpk presiden joko widodo....bpk kapolri Mohon di tindak tegas pak para sidikat… https://www.instagram.com/p/BHDdqdIBcd-/ 
1,presiden mohon menjamin hak konsitusi dari warga Negara  @mohmahfudmd #savemoyeba
0,presiden mohon mengembalikan hak konsitusi  masyarakat Moyeba @SBYudhoyono #savemoyeba
1,"Demi persatuan bangsa, mohon agar Presiden Jokowi turun tangan @KomisiYudisial #savemoyeba"
1,Yth Bpk @jokowi @Pak_JK @IgnasiusJonan @RamliRizal mohon dicek. Trims ya http://news.detik.com/suara-pembaca/3240991/saldo-e-toll-terpotong-diminta-bayar-tunai-di-exit-tol-cipali …
1,presiden mohon menjamin hak konsitusi dari warga Negara  @jokowi #savemoyeba
1,presiden mohon mengembalikan hak konsitusi  masyarakat Moyeba @KPK_RI #savemoyeba
1,"assalamualaikum wr.wb tolong dong pak di pantau kakek ini Dusun Jati Sari, Desa Mojowuku, Kedamean, Gresik @jokowi pic.twitter.com/iljdleFYjb"
0,"Bekas Menteri Besar mohon maaf, calon BN memaafkannya | http://SarawakVoice.com "
1,@jokowi mereka minta jatah plus embel2 pak... mohon di benahi pak instansi di daerah... kasian kami yang bekerja...hanya untuk bayar mreka
0,"@ridwankamil Kalau dutawarin jadi menteri jangan mau ya Pak cc Bu @ata_lia, tolong diingatkan ya https://twitter.com/temponewsroom/status/741039976578584576 …"
0,"Bekas Menteri Besar mohon maaf, calon BN memaafkannya http://fb.me/4xnByAaFk "
1,@BadrodinHaiti @KejaksaanRI MOHON TNH DI UKUR &SP3 Di BUKA KEMBALI. pic.twitter.com/JitNBa5uKC
1,"@tjahjo_kumolo Yth Pak Tjahjo, mohon bantuan Bapak untuk surat saya ke Presiden Joko Widodo. Terima kasih. pic.twitter.com/0hEBWRQL7S"
1,@jokowi @KemensosRI @PBIDI mohon perhatiannya. https://twitter.com/Metro_TV/status/741002937745313794 …
1,"@pln_123 mohon pengertiannya ini bulan Ramadhan, knp listrik harus di matikan juga di kota Banjarmasin. @jokowi tolong keadilannya pak"
0,"nih link nya prof https://www.facebook.com/bambang.tri.144734?fref=ts … pnlis jokowi under kover,mohon di cek fb nya, bnyk info pnting d fb nya. https://twitter.com/mohmahfudmd/status/740986585957552129 …"
0,"apakah saya menunggu mati dulu baru ditindak lanjuti oleh penegak hukum,mohon petunjuknya"
0,"Tepat.Mari kita kawal terus pemerintahan ini.Maaf bu dah pagi,mohon undur diri ya!Shalom,GBU Amen."
0,“Sangat gembira dapat jumpa Perdana Menteri sebab saya tak pernah jumpa orang yang selama ini banyak tolong... http://fb.me/3N0FfzBmw 
0,#kom10 kemenpar: semua akan fokus yang sudah ditetapkan oleh presiden. ya mohon maaf bu isma trnyata yg 10 prioritas itu
0,"Assalamu'alaikum pak jokowi mohon maaf lahir dan batin atas dosa dosa aku ya pak,semoga pak jokowi sekeluarga bahagia dunia ahqirat"
0,rezim tolol plus idiot wkwkw hoy jokowi tolol  ente dan mentri ente sehat kan  sumpah gue mau ngakak ini tolong di retweet yak
1,"@jokowi mohon maaf pak jokowi,mengapa pip di sekolah kami di ketapang yang tercover malah dari keluarga berada"
1,"Pak presiden jokowi tolong buat undang"" pidana yang baru bagi pelaku  pembunuhan dengan hukuman yang lebih berat... http://fb.me/5fkyaJnaF "
0,#kom6 Abdul Wahid @Gerindra #jateng2: km mohon pak menteri bijaksana
0,#kom6 Abdul Wahid @Gerindra #jateng2: km mohon klo pak Mendag diundang kom6 hadirlah klo diajak pak jokowi ke luar negeri tolak lah
1,Pak menteri tolong pantau tiket pesawat kota sampit ke sura baya melonjak 2 X lipat.
1,Pagi ini hrg ketela hnya 700/kg refaksi 50%. Makin hari malah makin jatuh. Mohon pak @jokowi @Amran_Sulaiman1  petani ketela diperhatikan.
0,"jdi buyback @IndosatCare ga pak? tolong urungkan niat jual aset BUMN pak @jokowi masa dpn Indonesia msih panjang,makan apa ntar anak cucu kt"
1,Cc @jokowi tolong ditelaah Pak Presiden https://twitter.com/Muslim_Bersatu1/status/858278454382387200 …
1,"mohon di stabilkan harganya pak, kasian masyarakat sumatera.
@jokowi @Pak_JK @zolaofficialpic.twitter.com/0OkSY1fa4z"
1,"Kapal Tentera Laut China di perairan Sarawak. Mohon komen YB Menteri Hishammuddin Hussein ?
http://ow.ly/e6wC30bdayo  http://fb.me/7FeT30hiz "
1,"@jokowi @asmanabnur2016 @muhadjir_ef @kempanrb @Kemdikbud_RI mohon klarifikasi, apkh benar program GGD dibekukan ? Demikian isu yg beredar."
1,"Jam 21.15 WIB. lokasi MGT bekasi timur. Pak menteri @Kemendagri_RI @aset_news @YLKI @RadioElshinta . Mohon diproses, pajak kami tuh..."
0,"Pemerintah ini ceroboh atau pura2 nggak tahu. aneh..bener2 aneh. 
@jokowi tolong pertimbangkan dan ambil kebijkan tegas. Suwun"
0,Mas tolong CCin keraja kodok dong sekalian #eh
1,pak jokowi mohon subsidi tiketnya saat mereka ke indonesia https://twitter.com/that1dwwupdate/status/857980684966744064 …
1,@jokowi Bp presiden yg kami cintai..mohon dikaji ulang utk kenaikan TDL yg semakin mencekik
1,Mohon perhatiannya @jokowi @pln_123 @KementerianESDM @pramonoanung @LAPOR1708 @Komunitas_Batak @vikysianipar @tobapic.twitter.com/PYMFiydkWU
0,"Guys. Yang kenal sm Pak Jokowi dan Bu Retno, tolong usulin gue jd Dubes Luar Biasa dan Berkuasa Penuh untuk Republik Palau ya."
1,@jokowi tolong kendalikan kelompok Masyarakat keturunan tiongkok yg radikal. Ini Potensi perpecahan!!
1,"Mohon bantuan ke Komisi X,bangda @Fahrihamzah @DPR_RI krn genap 1 thn laporan saya tdk diproses o/@jokowi @menristekdikti @kemristekdiktihttps://twitter.com/fahrihamzah/status/858335181786144768 …"
0,tanya pak @jokowi ?? tolong bisa diklarifikasi...
1,@MemeComicIndo tolong buat pak presiden ini diterapkan di sini biar indonesia bersih selalu  *you know lah kenapa* pic.twitter.com/uIElxJND7U
0,"Pangapunten pak Menteri @lukmansaifuddin @hanifdhakiri @imam_nahrawi @gusipul4 
Bapak @jokowi @Pak_JK , mohon perhatiannya. https://twitter.com/MTsAbdulQadir/status/858322723642249216 …"
1,"@jokowi Pak Presiden mohon kirim KPK ke Kabupaten PALI-Sumsel, Proyek dilaksanakan asal jadi, Aparat hukum daerah tak bergeming"
0,tolong pedagang bawang ini pak..
1,Pak Menteri @muhadjir_ef dan KaDis Pend Tangsel Taryono Tolong dong gmn kok awal pertama puasa anak klas 11 SMAN 8 Cirendeu Ciputat Tangsel Malah Ujian. Saya kira gak baik utk pendidikan karakter & Revolusi Mental @revmen_id @Kemdikbud_RI @kemenkopmk Agar Tidak Terulang Th Depan
1,Hei @Telkomsel tolong Segera di Klarifikasi dan Ditelusuri ! Saya Pribadi tidak bisa mentolerir oknum yang terindikasi Hate Speech! @CCICPolri @kemkominfo @KemenBUMN
1,"Mohon agar dapat meningkatkan monev untuk pembangunan KPR subsidi PT.Bumi Rajawali Sentosa di daerah agar memperhatikan dampak lingkungan, ingat, peraturan perundang-undangan termasuk Peraturan Menteri bukan Pembodohan publik."
0,"Ooh pantesan senang ngundang penceramah radikal toh, karyawannya bgini modelnya, tolong di ciduk pak @CCICPolri @BareskrimPolri @DivHumas_Polri @ASN @KemenBUMN @jokowi"
0,"Mohon ditindak lanjuti
@KemenBUMN @Telkomsel http://cc.in  ke bpk @jokowi @PolhukamRI @KSPgoidhttps://twitter.com/jovahenri/status/996869603681746944 …"
0,"Pagi2 di puasa hr-1 penuh dgn twit para pembenci menebar kebencian cm gara2 telkomsel mengundang ulama2 yg tdk sejln. merasa paling benar sndri & yg lain  diframing teroris & radikal. Bpk presiden @jokowi klo mau negara ini adem tolong tertibkan kedua pihak, jgn pilih kasih!!!"
0,"Bapak tau kenapa pa @jokowi sering memakai kata ""nganu... nganuu..."" please pak mohon penjelasannya.. thanks https://twitter.com/SBYudhoyono/status/996399476297252864 …"
0,"Hey @Telkomsel 
Ini tagihan kartu Halo ku untuk mbayari Penceramah macam ini kah?
Mimbar pro khilafah.
Pak @jokowi @DivHumas_Polri @rudiantara_id, ini @Telkomsel mohon juga ditertibkan pic.twitter.com/3mOJpHNhHy"
0,Aamiin... Selamat menunaikan ibadah shaum ramadhan... mohon maaf lahir dan bathin...
0,"Pak Presiden, Tolong Abaikan Usulan Genit Moeldoko Ini http://dlvr.it/QT5wGL pic.twitter.com/1TmmsVaMiC"
0,"Menteri mana yg handle KPDNKK lepas ni harap pantau semua kilang Sumi. Rakyat haira kenapa pelekat atas sumi sekarang susah sangat nk buka , tarik kuat sikit , mesti koyak . Tolong arahkan jabatan audit negara siasat kilang-kilang sumi ni."
0,Tunjuk hidung aja siapa yang ust. Radikal...karena kalau cuma asal tuduh ada konsekwensi hukum lo...uu ite...mohon pencerahannya para komandan @CCICPolri @DivHumas_Polri
1,"Beliau Ketua MTT nya,  no wonder  bisa masukin penceramah provakotor  dan bersebrangan  dgn kebijakan pemerintah saat ini  dlm kegiatan MTT di bulan Ramadhan, Mohon kpd pihak terkait agar segera d ambil tindakan!"
0,"Maaf Pak Menteri @muhadjir_ef, mohon penjelasan soal dalih terprovokasi & terpancing, dgn tulisan nomer 3 dari oknum tsb: 

(3) Isu 2019 ganti presiden tenggelam. Sadis lu bong... Rakyat sendiri lu hantam juga. Dosa besar lu..!!!""

ITU OKNUM WAJIB DIPECAT

https://news.detik.com/read/2018/05/16/184926/4023838/10/kepsek-penyebar-hoax-bom-belum-dipecat-mendikbud-kita-bina …"
1,@KemPendidikan dan Menteri Pendidikan yang baru mohon siasat perkara ini serta ambil tindakan sewajarnya. Ini bukan soal politik tp soal sikap dan mentaliti.
0,"Marhaban ya ramadhan,mohon maaf lahir batin juga."
0,"Mohon perhatiannya, 
@CCICPolri
@DivHumas_Polri
@pramonoanung
@GeneralMoeldoko
@puan_maharani
@susipudjiastuti
@ryamizard_r
@rudiantara_id
@tjahjo_kumolo
@lukmansaifuddin
"
1,Jika Bapak Presiden Masih Punya Hati Buat Kami Mohon Untuk Turun Tangan Menyelesaikan  Masalah PHK Sepihak Yang di Lakukan Oleh PT. FREEPORT .....Terima Kasih
1,"Salah 1 Desa transmigrasi yg berdiri sejak 1994 ini terlihat masih sangat kekurangan. Jauh dibandingkan desa transmigrasi di daerah lain. Padahal program2 pembangunan terus berjalan, namun seringkali program2 berjalan setengah. Mohon perhatian pemerintah pusat untuk mengawasi. pic.twitter.com/7vJHJhWRrX"
1,"Assalamualaikum pak @jokowi minta tolong pak Selesai KAN kasus Yg Belum tuntas semenjak 2007 sampai sekarang! Karena ini menyangkut 1 desa dan 1 pesantren yg terbesar disana, manalah arti jika tanah yg di Injakkan ingin direnggut dan di rampas dan semuanya akan di gusur seketika?"
0,"Tolong Kami Karyawan
PERTOKOAN MANUKAN TAMA
surabaya, Coblosan PRESIDEN tgl
9 april saja kita KERJA
(08:00-21:00). kalau gak percaya,
SURVEY TERJUN KELAPANGAN
LANGSUNG"
1,Mohon kiranya untuk dapat dipertimbangkan tentang nasib kami PPB yang telah mengabdi selama bertahun-tahun @jokowi @susipudjiastuti @mzulficar @puslatluhkp @brsdm_kp @dpp_ipkani @DPR_RI #SavePPB #SavePPB2500 #KembalikanKuota2017
1,"Potret PNS, mohon bereskan Pak @jokowi @bpk"
1,"#savePPB#savePPB2500#kembalikankuota2017
Jgn lupakan kami PBB yg ikut bekerja ber thn2 yg ikut memajukan kelautan perikanan di Indonesia.Kami jga bagian dri KKP mohon lihat nasib kami dan keluarga kami yg harus kami nafkahi. @susipudjiastuti @puslatluhkp @brsdm_kp @jokowi pic.twitter.com/TZww7nbJxS"
0,"Tolong diperhatikan berasnya yg kualitas sedang, kenyataan kualitasnya paling bawah Pa @ridwankamil @aheryawan @jokowi  saya coba beli dan menyesal"
1,Pengecoran jalan desa diduga ada penyelewengan anggaran di desa Jayamulya kecamatan Kroya indramayu mohon dicek ulang.baik ketebalan maupun ukuran yg lain.@jokowi pic.twitter.com/GDMFX4Jw1v
0,Mohon Doa Smg bsa berkmbang  baik Wisata Air Tubing di Desa
0,"@jokowi pak presiden
Mohon dipertimbangkan kembali menteri airlangga dan menteri idrus marham
Yang satu ketum golkar dan Yang satu sekjend golkar.
Mohon reshufle salah satu. Masih banyak kandidat lain Yang berkompeten dibidang tersebut. Nuwun"
1,"6 jam mati lampu di tengah hujan besar melanda kota Jayapura. Kejahatan bisa saja terjadi, pencurian motor dll. Apakah 6 jam listrik mati di tempat saya Jayapura selatan adalah hal yang wajar? Tolong di cek pak @jokowi "
1,"6 jam mati lampu di tengah hujan besar melanda kota Jayapura. Kejahatan bisa saja terjadi, pencurian motor dll. Apakah 6 jam listrik mati di tempat saya Jayapura selatan adalah hal yang wajar??? Tolong pak @jokowi"
0,Listrik naik.beras juga naik. cukup listrik doang yang naik. beras jangan.. terus itu harga beras tolong di tinjau lg dong pak presiden. Masa iya harganya 11 ribu
0,tolong ler sedar hoi veritass pariah macai PH oii....skrg nie dlm m'sia lau sebut bodoh jer pst org ckp 'bodoh mcm macai pH' asal bodoh jer mst macai pH...asal macai pH jer mst bodoh !!! lu pikir ler pariah oii
1,"Pak presiden, tolong perbaiki bea cukai yg ada diseluruh indonesia. Barusan ada berita ada penumpang pesawat beli mainan 450ribu dan itu kena bea cukai dan harus bayar 7/8 juta. Mohon dilihat dan diperbaiki"
0,Pak @jokowi & @Pak_JK mohon penjelasan kpd Rakyat terkait penjualan pulau - pulau melalui situs online.? @KemensetnegRI @KSPgoid @wapres_ri
0,"Yang terhormat bpk presiden kami @jokowi tolong piala presiden di channel indosiar jangan di acak khususnya di pengguna parabola,, anak2 kami jadi tidak mau berangkat sekolah."
0,"MOHON MAAF VENUE NOBAR PINDAH TEMPAT. 

NOBAR Piala Presiden 2018
PERSIJA JAKARTA vs PSPS… https://www.instagram.com/p/BeGT0Lejs3R/ "
0,"Mohon org bugis serang mereka yg bkepentingan dlm proton,sebab tiada bugis siapa lah msia pic.twitter.com/gAziuA5gZH"
0,"@Dear kepala pimpinan atr bpn jakarta selatan, saya mau menanyakan bagaimana mengenai kelanjutan proses berkas saya no 18897/2017 mohon bantuannya karena info terakhir ada masalh d bagian pemetaan dengn milik porli @atr_bpnjaksel @djalil_sofyan @jokowi @L"
0,"""Mohon Ijin menanyakan perkembangan str kami bagaimana, kami perlu str sebelum tgl 6 april untuk mendaftar internship""  @kemenkesRI @PBIDI @JDN_INDONESIA @dokterkoko @anjarisme @jokowi @pak_jk #STR #KKI #INSHIP"
0,"Dear kepala pimpinan atr bpn jakarta selatan, saya mau menanyakan bagaimana mengenai kelanjutan proses berkas saya no 18897/2017 mohon bantuannya karena info terakhir ada masalh d bagian pemetaan dengn milik porli @atr_bpnjaksel @atr_bpn @atr_bpn @djalil_sofyan @jokowi @atr_bpn"
0,"Mohon idzin utk di share ke :"" @Takviri @nongandah @GunRomli @AntoniRaja @Pratikto19 @syukronamin @SyukronAkhmad @habibthink @wr200465 @CH_chotimah @addiems999 @sahaL_AS @na_dirs @JKFC23456789 @IndoPluralitas @dpppro_jokowi @BaraJP @evndari @Maruarar_Sirait @riekediahp https://twitter.com/bangsa_patriot/status/980936275342516230 …"
0,"Jawatankuasa Kg Padang Jawa bincang tentang penyerahan memo kpd Menteri Besar Selangor hari Rabu ini untuk mohon MB campurtangan utk selesaikan isu perumahan mereka.

 #BinaKuasaRakyat pic.twitter.com/NbE2tuwij4"
0,"Jika msh ada para koruptor d wilayah kami...sulawesi tenggara.meliputi kabupaten2 tolong d beri jera...

Sebab kami masyarakat bisa menikmati apa yg di beri oleh pemerintah...bukan para koruptor....jayalah terus KPK"
0,@jokowi tolong jk jonru dibawah rezimmu kau penjarakam krn mengkritik kekuasaanmu. Tolong kau penjarakan pula Prof @rajasundawiwaha krn kritiknya sangat berfakta lg berdata. Buktikan  setiap org sama dimata hukum.https://twitter.com/Ghoz4ly/status/9806655
0,Nih pak @jokowi tolong bpk peka. https://twitter.com/ponbid/status/980725417324593152 …
0,"Pak ATM saya hilang, KTP juga hilang kemudian saya buat surat kehilangan dari polisi sama surat domisili sementara pas say mau ambil uang tetap tidak bisa, tolong nanti kalo jadi presiden prosedur yang menzolimi nasabah ini dihapuskan, banyak proaedur bakhil pak."
1,"Tolong kami pak desa Bojongmanik kec, sindangresmi kab, pandeglang jalan sejak dahulu sampai sekarang lintas ke kecamatan pic.twitter.com/FZHMXee4nn"
1,pak @jokowi @kemenaker tolong tarik TKI/TKW di wilayah timur tengah dan stop pengiriman TKW/TKI ke timteng/middle east secara permanen pak
0,Pak @jokowi mohon bantuannya agar dr Terawan diberikan keadilan.Dokter Terawan telah banyak membantu pasien jangan diskors.Mohon diberikan padanya kesempatan membela. Terima kasih https://twitter.com/dewaanara/status/980864902515453952 …
0,"@jokowi , tolong gebuk nih akun PKI nya...jangan org yg ngasih tau ada pki nya yg ditangkap"
1,"Slmat malam pk menteri...tolong desa catang menuju kampung sondol haruyan kec.tunjung teja .desa malanggah..sdah hampir 3 tahun tdak ad perbaikan jalan...skrang sebagian jalan d tanami pohon pisang..mohon perhatian nya ,trmksh"
0,Selain No sy diblokir oleh call center Uber saat siang menanyakan ini @liputan6dotcom tanya ke @tokopedia selaku penjual Uber gift jg tak bisa berbuat Apa2. @CNNIndonesia @hariankompas @tribunnews @KompasTV @DPR_RI Mohon sekiranya bantu kami masyarakat ini.
0,"Oh ternyata punya utang 15 T.
Kalau jadi presiden ....

Masa sih ???
Bagaimana om
@P3nj3l4j4h
@DjanChoek
@BiLLRaY_san
@mochamadarip
@wahhabicc_jabar
@triwul82 
Tante
@RizmaWidiono
@AmbarwatiRexy
@Namaku_Mei
@PartaiSocmed
@4Y4NKZ
Mohon pencerahannya. https://twitter.com/RizmaWidiono/status/980857392303763456 …"
0,Maju dari mana @mbah_mijan tolong sebutkan apa kemajua @jokowi sampe ditik ini
0,"@jokowi 
Pak, Saya dirugikan Oleh PT Cipta Sedayu Indah. 2.1 Milyar. kata mereka uang saya hangus. Apa negara ga menjamin pembeli unit Ruko atau Rumah. karena telat angsur lantas uang kita hangus. Polresta Bekasi ga berani tindak lanjuti. Mohon Pak Presi"
1,Pak @jokowi tolong bantu kami utk perizinan pendirian Pusat Pemberdayaan Anak Autis di bogor. Bangunan sdh berdiri tapi terkendala dengan izin dari Kepala Desa
0,"Mohon maaf mas, sudah banyak anak papua yg jadi dokter. Tapi memang karena kondisi geografis yg sangat luas dan sebaran penduduk yg tidak merata membuat kendala. Papua dan Papua Barat tidak sama dengan Jawa Timur mas. @budisangbasiyo"
0,"Yth bapak presiden @jokowi semakin berkembangnya teknologi semakin banyak kejahatan penipuan via online shop,tolong gmna caranya mengatasi nya.."
1,Di Kec. Tempat sy tugas ada dua desa yg sistim padat karya cash debagai PD siap menjalankan mohon petunjuk teknis dan petunjuk pelaksaanx pak
